"tourney_id","rank_P_1","rank_P_2","match_num","tourney_date_P_1","id_P_1","id_P_2","name_P_1","name_P_2","tourney_name","Win_P_1"
"2021-9460",105,100,283,20210222,105870,105902,"Yannick Hanfmann","James Duckworth","Singapore",1
"2021-0404",57,54,236,20211004,111456,105902,"Mackenzie Mcdonald","James Duckworth","Indian Wells Masters",1
"2021-7480",37,83,296,20210719,126203,105449,"Taylor Fritz","Steve Johnson","Los Cabos",1
"2019-520",38,83,1155,20190527,105332,105657,"Benoit Paire","Marius Copil","Roland Garros",1
"2020-0301",20,101,288,20200113,104545,105815,"John Isner","Tennys Sandgren","Auckland",1
"2018-520",22,13,206,20180528,104925,105138,"Novak Djokovic","Roberto Bautista Agut","Roland Garros",1
"2020-520",26,82,1153,20200928,105332,126952,"Benoit Paire","Soon Woo Kwon","Roland Garros",1
"2019-7694",21,117,286,20190520,105138,144895,"Roberto Bautista Agut","Corentin Moutet","Lyon",1
"2021-0375",13,144,299,20210222,105138,105376,"Roberto Bautista Agut","Peter Gojowczyk","Montpellier",1
"2019-520",60,76,1218,20190527,105936,106148,"Filip Krajinovic","Roberto Carballes Baena","Roland Garros",1
"2022-0429",23,20,295,20221017,200282,133430,"Alex De Minaur","Denis Shapovalov","Stockholm",1
"2021-580",31,46,103,20210208,126203,105077,"Taylor Fritz","Albert Ramos","Australian Open",1
"2018-M006",141,56,188,20180305,200282,105526,"Alex De Minaur","Jan Lennard Struff","Indian Wells Masters",1
"2019-520",3,144,1224,20190527,103819,106214,"Roger Federer","Oscar Otte","Roland Garros",1
"2021-0316",211,91,284,20210712,208029,105430,"Holger Rune","Radu Albot","Bastad",1
"2022-0424",147,84,284,20220207,106058,106214,"Jack Sock","Oscar Otte","Dallas",1
"2018-0410",38,69,284,20180416,111575,104468,"Karen Khachanov","Gilles Simon","Monte Carlo Masters",1
"2019-7480",45,92,277,20190729,105062,106000,"Mikhail Kukushkin","Damir Dzumhur","Los Cabos",1
"2022-540",6,39,116,20220627,134770,105077,"Casper Ruud","Albert Ramos","Wimbledon",1
"2018-M024",17,375,241,20180813,106298,104918,"Lucas Pouille","Andy Murray","Cincinnati Masters",1
"2018-M001",84,29,282,20180108,106421,104259,"Daniil Medvedev","Philipp Kohlschreiber","Sydney",1
"2022-540",4,14,223,20220627,104745,126203,"Rafael Nadal","Taylor Fritz","Wimbledon",1
"2022-9158",136,128,286,20220131,110748,144869,"Nikola Milojevic","Tomas Martin Etcheverry","Cordoba",1
"2019-0496",32,60,290,20190218,104468,105376,"Gilles Simon","Peter Gojowczyk","Marseille",1
"2019-0308",19,35,296,20190429,106065,105916,"Marco Cecchinato","Marton Fucsovics","Munich",1
"2021-0337",4,49,300,20211025,100644,126207,"Alexander Zverev","Frances Tiafoe","Vienna",1
"2019-9158",77,81,294,20190204,105643,144719,"Federico Delbonis","Jaume Munar","Cordoba",1
"2020-0319",118,24,288,20200907,105870,105583,"Yannick Hanfmann","Dusan Lajovic","Kitzbuhel",1
"2018-520",136,110,167,20180528,105132,105074,"Jurgen Zopp","Ruben Bemelmans","Roland Garros",1
"2019-7581",97,132,283,20190923,105614,105359,"Bradley Klahn","Jason Jung","Chengdu",1
"2021-8998",76,50,276,20210201,106099,105815,"Salvatore Caruso","Tennys Sandgren","Great Ocean Road Open",1
"2021-7434",56,49,292,20210927,105902,105332,"James Duckworth","Benoit Paire","Sofia",1
"2018-580",3,32,305,20180115,105777,126094,"Grigor Dimitrov","Andrey Rublev","Australian Open",1
"2019-M010",67,64,272,20190610,104898,200005,"Robin Haase","Ugo Humbert","s Hertogenbosch",1
"2021-0451",42,33,298,20210308,105932,126203,"Nikoloz Basilashvili","Taylor Fritz","Doha",1
"2018-0314",101,90,275,20180723,111513,104797,"Laslo Djere","Denis Istomin","Gstaad",1
"2022-8998",29,113,294,20220103,111575,106078,"Karen Khachanov","Egor Gerasimov","Adelaide 1",1
"2020-9406",7,9,300,20201019,100644,106043,"Alexander Zverev","Diego Schwartzman","Cologne 2",1
"2021-9428",72,139,251,20210201,105575,111576,"Ricardas Berankis","Sumit Nagal","Murray River Open",1
"2020-0337",24,29,284,20201026,106432,126203,"Borna Coric","Taylor Fritz","Vienna",1
"2022-0404",78,71,175,20220307,111442,105676,"Jordan Thompson","David Goffin","Indian Wells Masters",1
"2022-0506",37,50,282,20220207,105583,105332,"Dusan Lajovic","Benoit Paire","Buenos Aires",1
"2018-540",67,20,107,20180702,106421,106432,"Daniil Medvedev","Borna Coric","Wimbledon",1
"2019-M006",99,66,207,20190304,109739,200005,"Maximilian Marterer","Ugo Humbert","Indian Wells Masters",1
"2018-M014",46,47,278,20181015,104312,105373,"Andreas Seppi","Martin Klizan","Moscow",1
"2020-560",10,26,199,20200831,105676,105936,"David Goffin","Filip Krajinovic","Us Open",1
"2021-6242",80,91,267,20210823,106065,105815,"Marco Cecchinato","Tennys Sandgren","Winston-Salem",1
"2018-M020",47,208,298,20180101,105992,200282,"Ryan Harrison","Alex De Minaur","Brisbane",1
"2022-0341",284,4,293,20220919,104527,106421,"Stan Wawrinka","Daniil Medvedev","Metz",1
"2019-0311",113,21,299,20190617,103852,200000,"Feliciano Lopez","Felix Auger Aliassime","Queen's Club",1
"2018-M020",50,51,283,20180101,106378,133430,"Kyle Edmund","Denis Shapovalov","Brisbane",1
"2019-M007",83,39,268,20190318,105643,105357,"Federico Delbonis","John Millman","Miami Masters",1
"2022-0416",1,10,299,20220509,104925,134770,"Novak Djokovic","Casper Ruud","Rome Masters",1
"2018-0308",119,46,282,20180430,120424,105216,"Yannick Maden","Yuichi Sugita","Munich",1
"2022-0496",243,132,280,20220214,104542,104468,"Jo-Wilfried Tsonga","Gilles Simon","Marseille",1
"2019-540",7,113,148,20190701,105453,106329,"Kei Nishikori","Thiago Monteiro","Wimbledon",1
"2019-0414",78,59,299,20190722,126094,105807,"Andrey Rublev","Pablo Carreno Busta","Hamburg",1
"2018-0410",20,122,249,20180416,104926,125802,"Fabio Fognini","Ilya Ivashka","Monte Carlo Masters",1
"2018-0568",8,26,299,20180917,106233,105138,"Dominic Thiem","Roberto Bautista Agut","St. Petersburg",1
"2021-0322",102,20,295,20210517,104655,105777,"Pablo Cuevas","Grigor Dimitrov","Geneva",1
"2021-0403",113,23,241,20210322,123755,200282,"Daniel Elahi Galan","Alex De Minaur","Miami Masters",1
"2021-0410",8,11,289,20210412,126094,105138,"Andrey Rublev","Roberto Bautista Agut","Monte Carlo Masters",1
"2021-1536",22,44,295,20210503,134770,122330,"Casper Ruud","Alexander Bublik","Madrid Masters",1
"2018-M009",11,55,250,20180514,105807,111577,"Pablo Carreno Busta","Jared Donaldson","Rome Masters",1
"2018-M035",46,152,286,20180730,126094,111511,"Andrey Rublev","Noah Rubin","Washington",1
"2019-0322",80,71,284,20190520,105208,106415,"Ernests Gulbis","Yoshihito Nishioka","Geneva",1
"2022-0321",121,63,271,20220606,105430,105311,"Radu Albot","Joao Sousa","Stuttgart",1
"2021-8994",2,85,293,20210621,106421,144895,"Daniil Medvedev","Corentin Moutet","Mallorca",1
"2020-560",124,129,162,20200831,111576,105614,"Sumit Nagal","Bradley Klahn","Us Open",1
"2019-560",78,77,125,20190826,105777,104312,"Grigor Dimitrov","Andreas Seppi","US Open",1
"2022-0329",19,80,291,20221003,126207,126523,"Frances Tiafoe","Bernabe Zapata Miralles","Tokyo",1
"2018-7163",121,98,276,20180430,104297,105430,"Rogerio Dutra Silva","Radu Albot","Istanbul",1
"2020-M009",34,40,290,20200914,134770,105227,"Casper Ruud","Marin Cilic","Rome Masters",1
"2018-M007",63,26,264,20180319,126207,106378,"Frances Tiafoe","Kyle Edmund","Miami Masters",1
"2021-0341",16,75,286,20210920,105807,144707,"Pablo Carreno Busta","Mikael Ymer","Metz",1
"2021-0404",36,48,273,20211004,105932,105077,"Nikoloz Basilashvili","Albert Ramos","Indian Wells Masters",1
"2018-0321",33,55,290,20180611,103852,104468,"Feliciano Lopez","Gilles Simon","Stuttgart",1
"2019-M035",124,80,247,20190729,106216,103333,"Bjorn Fratangelo","Ivo Karlovic","Washington",1
"2020-0506",134,93,271,20200210,105487,105413,"Facundo Bagnis","Andrej Martin","Buenos Aires",1
"2021-7290",331,61,276,20210426,132686,111442,"Nuno Borges","Jordan Thompson","Estoril",1
"2018-M015",68,43,280,20181001,126094,105311,"Andrey Rublev","Joao Sousa","Beijing",1
"2022-0352",14,39,241,20221031,105807,105077,"Pablo Carreno Busta","Albert Ramos","Paris Masters",1
"2022-0451",61,31,292,20220214,126239,122330,"Arthur Rinderknech","Alexander Bublik","Doha",1
"2018-580",40,21,137,20180115,104269,105138,"Fernando Verdasco","Roberto Bautista Agut","Australian Open",1
"2021-0418",107,65,291,20210802,111456,125802,"Mackenzie Mcdonald","Ilya Ivashka","Washington",1
"2018-0425",125,51,251,20180423,104297,111577,"Rogerio Dutra Silva","Jared Donaldson","Barcelona",1
"2022-0403",48,144,207,20220321,200175,106058,"Miomir Kecmanovic","Jack Sock","Miami Masters",1
"2019-M001",31,48,288,20190107,104468,105023,"Gilles Simon","Sam Querrey","Sydney",1
"2021-0410",15,92,283,20210412,105676,106065,"David Goffin","Marco Cecchinato","Monte Carlo Masters",1
"2020-0499",60,38,281,20200217,111815,126203,"Cameron Norrie","Taylor Fritz","Delray Beach",1
"2020-560",27,1,212,20200831,105807,104925,"Pablo Carreno Busta","Novak Djokovic","Us Open",1
"2021-6242",12,56,293,20210823,105807,136440,"Pablo Carreno Busta","Dominik Koepfer","Winston-Salem",1
"2018-560",1,26,196,20180827,104745,111575,"Rafael Nadal","Karen Khachanov","US Open",1
"2021-520",132,26,177,20210531,104259,106234,"Philipp Kohlschreiber","Aslan Karatsev","Roland Garros",1
"2021-1536",28,141,244,20210503,104926,126535,"Fabio Fognini","Carlos Taberner","Madrid Masters",1
"2021-0499",35,119,300,20210104,128034,200624,"Hubert Hurkacz","Sebastian Korda","Delray Beach",1
"2019-0421",36,37,243,20190805,106426,111513,"Cristian Garin","Laslo Djere","Canada Masters",1
"2018-7694",10,97,286,20180521,104545,105430,"John Isner","Radu Albot","Lyon",1
"2018-M006",117,64,203,20180305,124014,126207,"Ernesto Escobedo","Frances Tiafoe","Indian Wells Masters",1
"2019-560",43,30,204,20190826,126094,106401,"Andrey Rublev","Nick Kyrgios","US Open",1
"2019-M024",42,13,242,20190812,124187,106432,"Reilly Opelka","Borna Coric","Cincinnati Masters",1
"2021-540",7,51,171,20210628,126094,144750,"Andrey Rublev","Lloyd Harris","Wimbledon",1
"2018-0308",122,90,290,20180430,105373,105806,"Martin Klizan","Mirza Basic","Munich",1
"2020-520",63,5,1117,20200928,105916,106421,"Marton Fucsovics","Daniil Medvedev","Roland Garros",1
"2022-0421",16,28,271,20220808,105227,111575,"Marin Cilic","Karen Khachanov","Canada Masters",1
"2019-0407",68,25,296,20190211,104527,133430,"Stan Wawrinka","Denis Shapovalov","Rotterdam",1
"2019-0421",22,54,252,20190805,104527,105777,"Stan Wawrinka","Grigor Dimitrov","Canada Masters",1
"2021-0741",95,57,283,20210621,104312,106415,"Andreas Seppi","Yoshihito Nishioka","Eastbourne",1
"2022-M-DC-2022-QLS-M-SWE-JPN-01",267,327,1,20220304,133297,200096,"Yosuke Watanuki","Dragos Nicolae Madaras","Davis Cup QLS R1: SWE vs JPN",1
"2020-520",2,213,1408,20200928,104745,200624,"Rafael Nadal","Sebastian Korda","Roland Garros",1
"2019-540",26,88,119,20190701,105550,105657,"Guido Pella","Marius Copil","Wimbledon",1
"2022-9663",20,27,297,20220110,106234,132283,"Aslan Karatsev","Lorenzo Sonego","Sydney",1
"2019-0311",6,30,285,20190617,126774,106378,"Stefanos Tsitsipas","Kyle Edmund","Queen's Club",1
"2020-7434",44,74,300,20201109,206173,105577,"Jannik Sinner","Vasek Pospisil","Sofia",1
"2018-0500",48,44,284,20180618,105332,105449,"Benoit Paire","Steve Johnson","Halle",1
"2019-M024",56,324,247,20190812,104755,104918,"Richard Gasquet","Andy Murray","Cincinnati Masters",1
"2021-8994",13,71,291,20210621,105807,106210,"Pablo Carreno Busta","Jiri Vesely","Mallorca",1
"2018-0425",106,138,256,20180423,106216,106072,"Bjorn Fratangelo","Alexey Vatutin","Barcelona",1
"2018-520",32,50,103,20180528,104755,104312,"Richard Gasquet","Andreas Seppi","Roland Garros",1
"2019-0315",98,43,288,20190715,104719,111442,"Marcel Granollers","Jordan Thompson","Newport",1
"2021-0807",71,61,295,20210315,136440,111815,"Dominik Koepfer","Cameron Norrie","Acapulco",1
"2022-0403",16,48,296,20220321,207989,200175,"Carlos Alcaraz","Miomir Kecmanovic","Miami Masters",1
"2019-0717",115,144,276,20190408,104198,111511,"Guillermo Garcia Lopez","Noah Rubin","Houston",1
"2018-7694",75,91,295,20180521,104468,105062,"Gilles Simon","Mikhail Kukushkin","Lyon",1
"2022-9410",51,191,284,20221003,105173,104527,"Adrian Mannarino","Stan Wawrinka","Astana",1
"2019-M006",113,21,240,20190304,105936,105676,"Filip Krajinovic","David Goffin","Indian Wells Masters",1
"2019-520",48,119,1123,20190527,105173,105882,"Adrian Mannarino","Stefano Travaglia","Roland Garros",1
"2019-0421",9,33,273,20190805,106421,106378,"Daniil Medvedev","Kyle Edmund","Canada Masters",1
"2022-560",26,16,210,20220829,126207,106043,"Frances Tiafoe","Diego Schwartzman","Us Open",1
"2021-0451",67,122,275,20210308,105577,106331,"Vasek Pospisil","Christopher Oconnell","Doha",1
"2019-0496",75,13,286,20190218,200005,106432,"Ugo Humbert","Borna Coric","Marseille",1
"2021-560",184,37,173,20210830,106058,122330,"Jack Sock","Alexander Bublik","Us Open",1
"2018-M035",85,75,243,20180730,106045,105041,"Denis Kudla","Lukas Lacko","Washington",1
"2020-0301",77,49,283,20200113,144707,126207,"Mikael Ymer","Frances Tiafoe","Auckland",1
"2021-8888",1,7,294,20210202,104925,100644,"Novak Djokovic","Alexander Zverev","Atp Cup",1
"2021-520",80,117,152,20210531,106329,202103,"Thiago Monteiro","Francisco Cerundolo","Roland Garros",1
"2018-0425",88,49,240,20180423,104291,105815,"Malek Jaziri","Tennys Sandgren","Barcelona",1
"2018-7581",50,86,289,20180924,105311,105577,"Joao Sousa","Vasek Pospisil","Chengdu",1
"2018-580",5,190,217,20180115,106233,106045,"Dominic Thiem","Denis Kudla","Australian Open",1
"2022-7694",40,65,279,20220516,208029,126239,"Holger Rune","Arthur Rinderknech","Lyon",1
"2020-0891",107,73,298,20200203,106210,105575,"Jiri Vesely","Ricardas Berankis","Pune",1
"2019-M024",11,58,289,20190812,105138,200175,"Roberto Bautista Agut","Miomir Kecmanovic","Cincinnati Masters",1
"2019-0425",51,22,283,20190422,105526,105676,"Jan Lennard Struff","David Goffin","Barcelona",1
"2021-9462",104,114,283,20210405,105487,202103,"Facundo Bagnis","Francisco Cerundolo","Marbella",1
"2022-580",61,38,106,20220117,124079,105643,"Pedro Martinez","Federico Delbonis","Australian Open",1
"2019-M007",113,71,212,20190318,106148,106045,"Roberto Carballes Baena","Denis Kudla","Miami Masters",1
"2018-520",87,86,177,20180528,105732,104871,"Pierre Hugues Herbert","Jeremy Chardy","Roland Garros",1
"2022-0360",55,82,296,20220404,111513,207518,"Laslo Djere","Lorenzo Musetti","Marrakech",1
"2018-M007",4,73,246,20180319,105777,109739,"Grigor Dimitrov","Maximilian Marterer","Miami Masters",1
"2021-0418",43,168,272,20210802,105357,111200,"John Millman","Elias Ymer","Washington",1
"2019-M-DC-2019-FLS-A-M-FRA-SRB-01",2,24,2,20191121,104925,105332,"Novak Djokovic","Benoit Paire","Davis Cup Finals RR: FRA vs SRB",1
"2021-0499",35,789,299,20210104,128034,106328,"Hubert Hurkacz","Christian Harrison","Delray Beach",1
"2019-580",11,63,139,20190114,111575,105376,"Karen Khachanov","Peter Gojowczyk","Australian Open",1
"2018-0429",14,81,286,20181015,104926,105041,"Fabio Fognini","Lukas Lacko","Stockholm",1
"2019-M035",52,77,290,20190729,106401,106415,"Nick Kyrgios","Yoshihito Nishioka","Washington",1
"2019-M014",8,76,286,20191014,111575,104259,"Karen Khachanov","Philipp Kohlschreiber","Moscow",1
"2019-0421",23,61,256,20190805,106043,106065,"Diego Schwartzman","Marco Cecchinato","Canada Masters",1
"2018-M006",74,39,281,20180305,126203,104269,"Taylor Fritz","Fernando Verdasco","Indian Wells Masters",1
"2019-7581",63,33,296,20190923,105807,106426,"Pablo Carreno Busta","Cristian Garin","Chengdu",1
"2018-M-DC-2018-G1-EPA-M-AUT-BLR-01",6,190,4,20180202,106233,125802,"Dominic Thiem","Ilya Ivashka","Davis Cup G1 R1: AUT vs BLR",1
"2022-0439",5,168,299,20220725,207989,206748,"Carlos Alcaraz","Giulio Zeppieri","Umag",1
"2022-0404",14,70,241,20220307,106043,200325,"Diego Schwartzman","Emil Ruusuvuori","Indian Wells Masters",1
"2019-540",72,77,186,20190701,104542,105575,"Jo-Wilfried Tsonga","Ricardas Berankis","Wimbledon",1
"2019-0308",21,26,295,20190429,105138,105550,"Roberto Bautista Agut","Guido Pella","Munich",1
"2019-0308",35,111,290,20190429,105916,106329,"Marton Fucsovics","Thiago Monteiro","Munich",1
"2022-8888",8,17,288,20220103,134770,106426,"Casper Ruud","Cristian Garin","Atp Cup",1
"2018-0311",66,19,273,20180618,103898,104607,"Julien Benneteau","Tomas Berdych","Queen's Club",1
"2022-0717",100,312,271,20220404,126214,106328,"Alejandro Tabilo","Christian Harrison","Houston",1
"2020-8888",11,20,260,20200106,105676,105777,"David Goffin","Grigor Dimitrov","Atp Cup",1
"2022-0416",23,11,272,20220509,105227,111815,"Marin Cilic","Cameron Norrie","Rome Masters",1
"2018-0568",22,77,291,20180917,106065,105041,"Marco Cecchinato","Lukas Lacko","St. Petersburg",1
"2021-0404",10,31,278,20211004,134770,144750,"Casper Ruud","Lloyd Harris","Indian Wells Masters",1
"2020-0496",72,10,291,20200217,106078,105676,"Egor Gerasimov","David Goffin","Marseille",1
"2018-540",133,85,130,20180702,105341,106026,"Thomas Fabbiano","Yuki Bhambri","Wimbledon",1
"2021-8996",118,57,295,20210308,105487,111513,"Facundo Bagnis","Laslo Djere","Santiago",1
"2018-M021",95,38,259,20180507,105583,111575,"Dusan Lajovic","Karen Khachanov","Madrid Masters",1
"2019-540",135,112,157,20190701,104571,111790,"Marcos Baghdatis","Brayden Schnur","Wimbledon",1
"2018-0421",1,7,297,20180806,104745,105227,"Rafael Nadal","Marin Cilic","Canada Masters",1
"2022-9569",69,130,298,20220919,206909,106331,"Brandon Nakashima","Christopher Oconnell","San Diego",1
"2019-M-DC-2019-FLS-E-M-KAZ-NED-01",163,57,2,20191119,104898,122330,"Robin Haase","Alexander Bublik","Davis Cup Finals RR: KAZ vs NED",1
"2018-M009",52,15,275,20180514,105332,106043,"Benoit Paire","Diego Schwartzman","Rome Masters",1
"2021-M-DC-2021-WG1-KOPO-UKR-NOR-01",340,163,1,20211126,126340,105011,"Viktor Durasovic","Illya Marchenko","Davis Cup WG1 PO: UKR vs NOR",1
"2022-0316",65,84,271,20220711,105948,105643,"Federico Coria","Federico Delbonis","Bastad",1
"2021-7694",5,49,300,20210517,126774,111815,"Stefanos Tsitsipas","Cameron Norrie","Lyon",1
"2022-0416",56,162,251,20220509,104926,106233,"Fabio Fognini","Dominic Thiem","Rome Masters",1
"2022-0495",111,48,279,20220221,106121,105676,"Taro Daniel","David Goffin","Dubai",1
"2021-9569",23,42,287,20210927,132283,200624,"Lorenzo Sonego","Sebastian Korda","San Diego",1
"2022-6242",23,50,294,20220822,122298,126127,"Botic Van De Zandschulp","Benjamin Bonzi","Winston-Salem",1
"2020-9410",61,97,275,20201026,104269,105902,"Fernando Verdasco","James Duckworth","Nur-Sultan",1
"2022-0429",56,47,276,20221017,200670,144684,"J J Wolf","Alex Molcan","Stockholm",1
"2021-9460",76,35,297,20210222,105430,105173,"Radu Albot","Adrian Mannarino","Singapore",1
"2020-580",47,31,186,20200120,105357,128034,"John Millman","Hubert Hurkacz","Australian Open",1
"2018-0429",35,31,276,20181015,104259,200282,"Philipp Kohlschreiber","Alex De Minaur","Stockholm",1
"2019-7581",33,35,290,20190923,106426,104269,"Cristian Garin","Fernando Verdasco","Chengdu",1
"2019-6116",106,41,278,20190722,106071,126207,"Bernard Tomic","Frances Tiafoe","Atlanta",1
"2019-7290",25,75,296,20190429,105676,104291,"David Goffin","Malek Jaziri","Estoril",1
"2021-0352",22,59,284,20211101,104792,105173,"Gael Monfils","Adrian Mannarino","Paris Masters",1
"2022-6932",29,37,292,20220214,207989,105643,"Carlos Alcaraz","Federico Delbonis","Rio de Janeiro",1
"2021-9481",44,86,282,20210405,105357,105948,"John Millman","Federico Coria","Cagliari",1
"2018-6932",40,49,273,20180219,104269,104919,"Fernando Verdasco","Leonardo Mayer","Rio de Janeiro",1
"2020-580",4,50,116,20200120,106421,126207,"Daniil Medvedev","Frances Tiafoe","Australian Open",1
