"tourney_id","rank_P_1","rank_P_2","match_num","tourney_date_P_1","id_P_1","id_P_2","name_P_1","name_P_2","tourney_name","Win_P_1"
"2018-0322",25,60,296,20180521,104527,105916,"Stan Wawrinka","Marton Fucsovics","Geneva",0
"2021-0337",14,12,287,20211025,111815,200000,"Cameron Norrie","Felix Auger Aliassime","Vienna",0
"2018-0496",167,81,279,20180219,200000,105341,"Felix Auger Aliassime","Thomas Fabbiano","Marseille",0
"2019-0314",79,85,298,20190722,104665,105077,"Pablo Andujar","Albert Ramos","Gstaad",0
"2019-560",34,170,194,20190826,104269,111202,"Fernando Verdasco","Hyeon Chung","US Open",0
"2018-560",48,74,110,20180827,104999,126203,"Mischa Zverev","Taylor Fritz","US Open",0
"2020-M004",110,76,283,20200224,106121,126952,"Taro Daniel","Soon Woo Kwon","Acapulco",0
"2018-0341",129,108,283,20180917,106071,200005,"Bernard Tomic","Ugo Humbert","Metz",0
"2020-0424",32,84,286,20200210,105683,126952,"Milos Raonic","Soon Woo Kwon","New York",0
"2022-0319",199,140,294,20220725,106233,105870,"Dominic Thiem","Yannick Hanfmann","Kitzbuhel",0
"2020-M009",50,22,275,20200914,106415,105777,"Yoshihito Nishioka","Grigor Dimitrov","Rome Masters",0
"2019-540",90,30,112,20190701,144719,106378,"Jaume Munar","Kyle Edmund","Wimbledon",0
"2021-9460",302,46,291,20210222,123795,122330,"Altug Celikbilek","Alexander Bublik","Singapore",0
"2022-5053",30,67,288,20220418,106234,106214,"Aslan Karatsev","Oscar Otte","Belgrade ",0
"2020-560",77,21,210,20200831,144895,200000,"Corentin Moutet","Felix Auger Aliassime","Us Open",0
"2019-M035",46,6,293,20190729,111442,126774,"Jordan Thompson","Stefanos Tsitsipas","Washington",0
"2019-0375",35,210,296,20190204,104871,104542,"Jeremy Chardy","Jo-Wilfried Tsonga","Montpellier",0
"2018-7581",59,58,280,20180924,105550,105023,"Guido Pella","Sam Querrey","Chengdu",0
"2018-560",29,44,135,20180827,105173,126207,"Adrian Mannarino","Frances Tiafoe","US Open",0
"2020-0506",129,145,290,20200210,106075,105155,"Jozef Kovalik","Pedro Sousa","Buenos Aires",0
"2018-7163",131,84,292,20180430,106329,106210,"Thiago Monteiro","Jiri Vesely","Istanbul",0
"2022-0499",141,20,286,20220214,106058,124187,"Jack Sock","Reilly Opelka","Delray Beach",0
"2021-0425",27,147,279,20210419,104926,126523,"Fabio Fognini","Bernabe Zapata Miralles","Barcelona",0
"2020-7434",25,44,296,20201109,200282,206173,"Alex De Minaur","Jannik Sinner","Sofia",0
"2018-0360",617,86,291,20180409,104467,105932,"Lamine Ouahab","Nikoloz Basilashvili","Marrakech",0
"2021-560",108,73,157,20210830,105430,200615,"Radu Albot","Alexei Popyrin","Us Open",0
"2021-580",38,31,165,20210208,124187,126203,"Reilly Opelka","Taylor Fritz","Australian Open",0
"2019-0407",351,25,278,20190211,105015,133430,"Franko Skugor","Denis Shapovalov","Rotterdam",0
"2022-0891",104,87,277,20220131,106078,200325,"Egor Gerasimov","Emil Ruusuvuori","Pune",0
"2021-M-DC-2021-FLS-A-M-RTF-ECU-01",291,5,1,20211127,105933,126094,"Roberto Quiroz","Andrey Rublev","Davis Cup Finals RR: RTF vs ECU",0
"2021-0404",55,77,215,20211004,126952,105550,"Soon Woo Kwon","Guido Pella","Indian Wells Masters",0
"2020-M024",109,84,240,20200824,105613,105916,"Norbert Gombos","Marton Fucsovics","Cincinnati Masters",0
"2022-9569",75,69,295,20220919,123755,206909,"Daniel Elahi Galan","Brandon Nakashima","San Diego",0
"2018-M006",44,34,263,20180305,133430,104655,"Denis Shapovalov","Pablo Cuevas","Indian Wells Masters",0
"2022-580",83,42,204,20220117,104665,200282,"Pablo Andujar","Alex De Minaur","Australian Open",0
"2019-0328",112,3,285,20191021,105376,103819,"Peter Gojowczyk","Roger Federer","Basel",0
"2019-520",33,147,1202,20190527,104468,106099,"Gilles Simon","Salvatore Caruso","Roland Garros",0
"2022-0322",81,75,297,20220516,111794,104755,"Kamil Majchrzak","Richard Gasquet","Geneva",0
"2019-5014",56,289,256,20191007,106228,104918,"Juan Ignacio Londero","Andy Murray","Shanghai Masters",0
"2021-540",109,151,126,20210628,126239,106214,"Arthur Rinderknech","Oscar Otte","Wimbledon",0
"2018-M016",156,18,286,20180625,104918,106378,"Andy Murray","Kyle Edmund","Eastbourne",0
"2021-8998",188,52,292,20210201,106408,111442,"Mario Vilella Martinez","Jordan Thompson","Great Ocean Road Open",0
"2020-0301",16,47,291,20200113,111575,105357,"Karen Khachanov","John Millman","Auckland",0
"2020-8888",77,34,281,20200106,111797,105583,"Nicolas Jarry","Dusan Lajovic","Atp Cup",0
"2021-6116",42,35,298,20210726,126203,104545,"Taylor Fritz","John Isner","Atlanta",0
"2018-M007",64,17,241,20180319,106210,104545,"Jiri Vesely","John Isner","Miami Masters",0
"2022-0418",198,26,277,20220801,127339,122298,"Borna Gojo","Botic Van De Zandschulp","Washington",0
"2022-0403",19,11,276,20220321,105807,206173,"Pablo Carreno Busta","Jannik Sinner","Miami Masters",0
"2021-0337",18,25,275,20211025,105807,105932,"Pablo Carreno Busta","Nikoloz Basilashvili","Vienna",0
"2019-0328",31,28,286,20191021,126203,200282,"Taylor Fritz","Alex De Minaur","Basel",0
"2021-0404",29,36,287,20211004,111575,105932,"Karen Khachanov","Nikoloz Basilashvili","Indian Wells Masters",0
"2022-0341",175,65,289,20220919,104468,132283,"Gilles Simon","Lorenzo Sonego","Metz",0
"2018-0315",110,156,290,20180716,103333,104534,"Ivo Karlovic","Dudi Sela","Newport",0
"2022-0352",27,5,273,20221031,105554,126774,"Daniel Evans","Stefanos Tsitsipas","Paris Masters",0
"2022-0322",42,124,275,20220516,105077,106331,"Albert Ramos","Christopher Oconnell","Geneva",0
"2019-0410",23,24,266,20190415,106378,106043,"Kyle Edmund","Diego Schwartzman","Monte Carlo Masters",0
"2022-540",82,26,166,20220627,111460,105932,"Quentin Halys","Nikoloz Basilashvili","Wimbledon",0
"2019-520",40,45,1203,20190527,105430,105526,"Radu Albot","Jan Lennard Struff","Roland Garros",0
"2018-520",101,117,134,20180528,111513,105373,"Laslo Djere","Martin Klizan","Roland Garros",0
"2019-520",72,9,1216,20190527,106415,105223,"Yoshihito Nishioka","Juan Martin del Potro","Roland Garros",0
"2018-0439",69,127,279,20180716,111797,105373,"Nicolas Jarry","Martin Klizan","Umag",0
"2019-540",3,1,226,20190701,103819,104925,"Roger Federer","Novak Djokovic","Wimbledon",0
"2019-M006",12,89,265,20190304,106432,103333,"Borna Coric","Ivo Karlovic","Indian Wells Masters",0
"2018-0506",119,69,271,20180212,104122,104198,"Carlos Berlocq","Guillermo Garcia Lopez","Buenos Aires",0
"2018-540",53,4,218,20180702,104468,105223,"Gilles Simon","Juan Martin del Potro","Wimbledon",0
"2021-8996",101,85,282,20210308,126149,105948,"Gianluca Mager","Federico Coria","Santiago",0
"2019-0316",70,64,299,20190715,105643,111797,"Federico Delbonis","Nicolas Jarry","Bastad",0
"2019-M009",52,6,278,20190513,126203,105453,"Taylor Fritz","Kei Nishikori","Rome Masters",0
"2022-0337",113,4,293,20221024,106233,106421,"Dominic Thiem","Daniil Medvedev","Vienna",0
"2019-560",7,38,203,20190826,105453,200282,"Kei Nishikori","Alex De Minaur","US Open",0
"2019-6932",62,66,287,20190218,111815,144719,"Cameron Norrie","Jaume Munar","Rio de Janeiro",0
"2020-8996",112,94,278,20200224,106065,106198,"Marco Cecchinato","Hugo Dellien","Santiago",0
"2018-580",68,72,151,20180115,104252,105539,"Florian Mayer","Evgeny Donskoy","Australian Open",0
"2021-7290",88,51,279,20210426,144719,104871,"Jaume Munar","Jeremy Chardy","Estoril",0
"2022-8998",84,89,275,20220103,127157,106329,"Daniel Altmaier","Thiago Monteiro","Adelaide 1",0
"2022-1536",43,24,239,20220502,105077,105227,"Albert Ramos","Marin Cilic","Madrid Masters",0
"2020-9404",82,22,295,20201012,105430,200000,"Radu Albot","Felix Auger Aliassime","Cologne 1",0
"2020-9406",77,32,277,20201019,106065,105526,"Marco Cecchinato","Jan Lennard Struff","Cologne 2",0
"2020-6932",111,23,270,20200217,106065,105583,"Marco Cecchinato","Dusan Lajovic","ATP Rio de Janeiro",0
"2019-6932",44,80,277,20190218,104291,105643,"Malek Jaziri","Federico Delbonis","Rio de Janeiro",0
"2019-0495",19,13,295,20190225,105932,106432,"Nikoloz Basilashvili","Borna Coric","Dubai",0
"2019-7581",97,34,292,20190923,105614,133430,"Bradley Klahn","Denis Shapovalov","Chengdu",0
"2019-M024",74,23,259,20190812,105777,104527,"Grigor Dimitrov","Stan Wawrinka","Cincinnati Masters",0
"2022-0496",49,9,296,20220214,125802,200000,"Ilya Ivashka","Felix Auger Aliassime","Marseille",0
"2019-580",252,71,129,20190114,105163,109739,"Gleb Sakharov","Maximilian Marterer","Australian Open",0
"2019-520",111,33,1104,20190527,104660,104468,"Sergiy Stakhovsky","Gilles Simon","Roland Garros",0
"2019-0451",21,1,297,20181231,105932,104925,"Nikoloz Basilashvili","Novak Djokovic","Doha",0
"2019-M014",67,80,272,20191014,105575,106148,"Ricardas Berankis","Roberto Carballes Baena","Moscow",0
"2018-0410",41,37,239,20180416,104655,104269,"Pablo Cuevas","Fernando Verdasco","Monte Carlo Masters",0
"2019-M001",62,101,280,20190107,106045,104198,"Denis Kudla","Guillermo Garcia Lopez","Sydney",0
"2019-M007",24,58,248,20190318,106043,124187,"Diego Schwartzman","Reilly Opelka","Miami Masters",0
"2019-M007",72,99,183,20190318,106121,126094,"Taro Daniel","Andrey Rublev","Miami Masters",0
"2021-7290",69,86,283,20210426,104468,105732,"Gilles Simon","Pierre Hugues Herbert","Estoril",0
"2020-M004",25,50,284,20200224,200282,200175,"Alex De Minaur","Miomir Kecmanovic","Acapulco",0
"2019-0495",96,13,277,20190225,106210,106432,"Jiri Vesely","Borna Coric","Dubai",0
"2019-M024",18,39,249,20190812,105227,105430,"Marin Cilic","Radu Albot","Cincinnati Masters",0
"2018-7290",45,65,273,20180430,104919,111797,"Leonardo Mayer","Nicolas Jarry","Estoril",0
"2021-0403",1020,2,269,20210322,104229,106421,"Yen Hsun Lu","Daniil Medvedev","Miami Masters",0
"2019-M009",46,44,251,20190513,105332,105430,"Benoit Paire","Radu Albot","Rome Masters",0
"2019-0605",3,6,299,20191111,103819,126774,"Roger Federer","Stefanos Tsitsipas","Tour Finals",0
"2021-0404",199,81,207,20211004,105952,106148,"Renzo Olivo","Roberto Carballes Baena","Indian Wells Masters",0
"2019-580",189,3,187,20190114,105554,103819,"Daniel Evans","Roger Federer","Australian Open",0
"2019-540",10,94,205,20190701,104926,105815,"Fabio Fognini","Tennys Sandgren","Wimbledon",0
"2022-0414",78,113,272,20220718,105948,123755,"Federico Coria","Daniel Elahi Galan","Hamburg",0
"2019-520",75,12,1205,20190527,105643,104926,"Federico Delbonis","Fabio Fognini","Roland Garros",0
"2020-8888",6,14,220,20200106,126774,133430,"Stefanos Tsitsipas","Denis Shapovalov","Atp Cup",0
"2021-8994",47,25,277,20210621,200175,200005,"Miomir Kecmanovic","Ugo Humbert","Mallorca",0
"2021-7480",161,37,291,20210719,105011,126203,"Illya Marchenko","Taylor Fritz","Los Cabos",0
"2019-540",60,32,128,20190701,106228,105332,"Juan Ignacio Londero","Benoit Paire","Wimbledon",0
"2022-6242",87,231,268,20220822,200670,106233,"J J Wolf","Dominic Thiem","Winston-Salem",0
"2019-0451",34,71,272,20181231,104259,104607,"Philipp Kohlschreiber","Tomas Berdych","Doha",0
"2021-0416",45,6,287,20210510,105453,100644,"Kei Nishikori","Alexander Zverev","Rome Masters",0
"2021-0741",144,18,286,20210621,106281,200282,"Liam Broady","Alex De Minaur","Eastbourne",0
"2018-0329",23,31,282,20181001,111202,133430,"Hyeon Chung","Denis Shapovalov","Tokyo",0
"2022-0425",7,19,294,20220418,134770,105807,"Casper Ruud","Pablo Carreno Busta","Barcelona",0
"2021-M-DC-2021-FLS-C-M-GBR-CZE-01",25,143,1,20211128,105554,207830,"Daniel Evans","Tomas Machac","Davis Cup Finals RR: GBR vs CZE",0
"2018-0500",47,43,275,20180618,105311,104898,"Joao Sousa","Robin Haase","Halle",0
"2021-0337",24,42,276,20211025,105554,207989,"Daniel Evans","Carlos Alcaraz","Vienna",0
"2022-0314",63,5,297,20220718,144719,134770,"Jaume Munar","Casper Ruud","Gstaad",0
"2018-M-DC-2018-WG-M-ESP-GER-01",4,1,4,20180406,100644,104745,"Alexander Zverev","Rafael Nadal","Davis Cup WG QF: ESP vs GER",0
"2018-0451",60,46,296,20180101,105376,104792,"Peter Gojowczyk","Gael Monfils","Doha",0
"2018-M035",101,42,284,20180730,105065,104999,"Tim Smyczek","Mischa Zverev","Washington",0
"2019-0360",38,139,277,20190408,104269,104629,"Fernando Verdasco","Adrian Menendez Maceiras","Marrakech",0
"2022-0416",61,45,273,20220509,200325,106426,"Emil Ruusuvuori","Cristian Garin","Rome Masters",0
"2022-0403",43,38,208,20220321,200221,200624,"Alejandro Davidovich Fokina","Sebastian Korda","Miami Masters",0
"2018-560",111,13,140,20180827,105643,106043,"Federico Delbonis","Diego Schwartzman","US Open",0
"2018-560",267,97,121,20180827,106283,106148,"Mitchell Krueger","Roberto Carballes Baena","US Open",0
"2022-0311",82,10,286,20220613,106045,126610,"Denis Kudla","Matteo Berrettini","Queen's Club",0
"2022-6932",89,29,282,20220214,144719,207989,"Jaume Munar","Carlos Alcaraz","Rio de Janeiro",0
"2021-0404",22,15,279,20211004,105554,106043,"Daniel Evans","Diego Schwartzman","Indian Wells Masters",0
"2019-M021",144,4,274,20190506,103970,100644,"David Ferrer","Alexander Zverev","Madrid Masters",0
"2020-8888",11,42,262,20200106,105676,105554,"David Goffin","Daniel Evans","Atp Cup",0
"2021-580",96,114,129,20210208,126149,106234,"Gianluca Mager","Aslan Karatsev","Australian Open",0
"2021-M-DC-2021-FLS-F-M-SRB-AUT-01",287,33,1,20211126,105589,105583,"Gerald Melzer","Dusan Lajovic","Davis Cup Finals RR: SRB vs AUT",0
"2019-M-DC-2019-QLS-M-SUI-RUS-01",142,11,4,20190201,105967,111575,"Henri Laaksonen","Karen Khachanov","Davis Cup QLS R1: SUI vs RUS",0
"2019-0425",20,48,276,20190422,133430,106426,"Denis Shapovalov","Cristian Garin","Barcelona",0
"2019-580",48,2,195,20190114,105051,104745,"Matthew Ebden","Rafael Nadal","Australian Open",0
"2020-0414",64,6,286,20200921,104655,126774,"Pablo Cuevas","Stefanos Tsitsipas","Hamburg",0
"2022-0496",79,69,277,20220214,111794,126127,"Kamil Majchrzak","Benjamin Bonzi","Marseille",0
"2022-0424",81,100,280,20220207,127157,104312,"Daniel Altmaier","Andreas Seppi","Dallas",0
"2020-0568",18,12,294,20201012,104527,133430,"Stan Wawrinka","Denis Shapovalov","St Petersburg",0
"2018-0375",55,117,283,20180205,103898,105575,"Julien Benneteau","Ricardas Berankis","Montpellier",0
"2018-0429",62,10,297,20181015,105815,104545,"Tennys Sandgren","John Isner","Stockholm",0
"2020-0891",126,148,279,20200203,126156,110748,"Antoine Hoang","Nikola Milojevic","Pune",0
"2020-7485",52,19,123,20201019,105379,105683,"Aljaz Bedene","Milos Raonic","Antwerp",0
"2020-6932",32,25,298,20200217,106432,106426,"Borna Coric","Cristian Garin","ATP Rio de Janeiro",0
"2020-8888",200,417,259,20200106,104327,106220,"Steve Darcis","Dimitar Kuzmanov","Atp Cup",0
"2019-0314",149,111,276,20190722,111795,106121,"Filippo Baldi","Taro Daniel","Gstaad",0
"2018-7648",32,92,286,20180423,106000,106065,"Damir Dzumhur","Marco Cecchinato","Budapest",0
"2022-0422",3,152,270,20220815,104745,106432,"Rafael Nadal","Borna Coric","Cincinnati Masters",0
"2022-0440",171,34,277,20220606,207411,202385,"Jesper De Jong","Jenson Brooksby","s Hertogenbosch",0
"2021-M-DC-2021-FLS-E-M-USA-ITA-01",24,10,2,20211126,104545,206173,"John Isner","Jannik Sinner","Davis Cup Finals RR: USA vs ITA",0
"2020-6932",116,25,295,20200217,105948,106426,"Federico Coria","Cristian Garin","ATP Rio de Janeiro",0
"2019-0337",26,40,284,20191021,105932,104269,"Nikoloz Basilashvili","Fernando Verdasco","Vienna",0
"2018-M-DC-2018-G2-AO-M-HKG-LBN-01",978,439,4,20180407,124022,133975,"Chun Hun Wong","Benjamin Hassan","Davis Cup G2 R2: HKG vs LBN",0
"2022-540",87,76,146,20220627,106148,111442,"Roberto Carballes Baena","Jordan Thompson","Wimbledon",0
"2021-540",100,65,117,20210628,106148,105577,"Roberto Carballes Baena","Vasek Pospisil","Wimbledon",0
"2018-0568",84,65,271,20180917,105539,105373,"Evgeny Donskoy","Martin Klizan","St. Petersburg",0
"2018-M007",47,27,276,20180319,105332,105936,"Benoit Paire","Filip Krajinovic","Miami Masters",0
"2019-7581",34,63,299,20190923,133430,105807,"Denis Shapovalov","Pablo Carreno Busta","Chengdu",0
"2021-540",129,77,142,20210628,106228,126149,"Juan Ignacio Londero","Gianluca Mager","Wimbledon",0
"2019-0352",49,6,277,20191028,104269,100644,"Fernando Verdasco","Alexander Zverev","Paris Masters",0
"2019-0495",65,6,285,20190225,105332,105453,"Benoit Paire","Kei Nishikori","Dubai",0
"2021-520",59,8,199,20210531,136440,103819,"Dominik Koepfer","Roger Federer","Roland Garros",0
"2020-0495",68,33,276,20200224,105311,105936,"Joao Sousa","Filip Krajinovic","Dubai",0
"2019-520",23,110,1230,20190527,105550,144895,"Guido Pella","Corentin Moutet","Roland Garros",0
"2022-8994",53,303,297,20220620,134868,134472,"Tallon Griekspoor","Antoine Bellier","Mallorca",0
"2020-0407",66,12,277,20200210,105916,105138,"Marton Fucsovics","Roberto Bautista Agut","Rotterdam",0
"2022-0422",39,16,258,20220815,144684,106043,"Alex Molcan","Diego Schwartzman","Cincinnati Masters",0
"2021-7480",169,30,293,20210719,111200,111815,"Elias Ymer","Cameron Norrie","Los Cabos",0
"2021-0319",74,135,295,20210726,126149,127157,"Gianluca Mager","Daniel Altmaier","Kitzbuhel",0
"2022-0416",54,13,289,20220509,105936,206173,"Filip Krajinovic","Jannik Sinner","Rome Masters",0
"2021-0352",20,55,258,20211101,105138,105902,"Roberto Bautista Agut","James Duckworth","Paris Masters",0
"2020-8888",4,28,238,20200106,106233,106432,"Dominic Thiem","Borna Coric","Atp Cup",0
"2021-0403",74,18,265,20210322,105732,200000,"Pierre Hugues Herbert","Felix Auger Aliassime","Miami Masters",0
"2021-520",108,35,160,20210531,105413,124187,"Andrej Martin","Reilly Opelka","Roland Garros",0
"2020-M004",20,35,298,20200224,104545,126203,"John Isner","Taylor Fritz","Acapulco",0
"2020-9406",71,64,287,20201019,105449,200221,"Steve Johnson","Alejandro Davidovich Fokina","Cologne 2",0
"2020-520",14,2,1602,20200928,106043,104745,"Diego Schwartzman","Rafael Nadal","Roland Garros",0
"2020-0319",41,81,273,20200907,105077,111513,"Albert Ramos","Laslo Djere","Kitzbuhel",0
"2022-9158",127,14,297,20220131,123755,106043,"Daniel Elahi Galan","Diego Schwartzman","Cordoba",0
"2018-0568",88,65,298,20180917,104527,105373,"Stan Wawrinka","Martin Klizan","St. Petersburg",0
"2019-580",85,27,103,20190114,104665,133430,"Pablo Andujar","Denis Shapovalov","Australian Open",0
"2020-M-DC-2020-WG1-PO-BIH-RSA-01",303,98,2,20200306,105806,144750,"Mirza Basic","Lloyd Harris","Davis Cup WG1 PO: BIH vs RSA",0
"2019-M016",79,42,300,20190624,105023,126203,"Sam Querrey","Taylor Fritz","Eastbourne",0
"2020-0605",1,3,298,20201116,104925,106233,"Novak Djokovic","Dominic Thiem","Tour Finals",0
"2018-7163",186,76,290,20180430,105477,103893,"Marco Trungelliti","Paolo Lorenzi","Istanbul",0
"2018-560",23,84,193,20180827,111202,105062,"Hyeon Chung","Mikhail Kukushkin","US Open",0
"2021-9426",85,72,280,20210105,105430,104871,"Radu Albot","Jeremy Chardy","Antalya",0
"2019-7480",24,27,298,20190729,105550,106043,"Guido Pella","Diego Schwartzman","Los Cabos",0
"2019-M021",12,5,290,20190506,104926,106233,"Fabio Fognini","Dominic Thiem","Madrid Masters",0
"2021-0341",203,27,278,20210920,124186,111575,"Alexandre Muller","Karen Khachanov","Metz",0
"2018-0360",57,55,273,20180409,103893,104999,"Paolo Lorenzi","Mischa Zverev","Marrakech",0
"2019-0329",53,80,298,20190930,124187,105357,"Reilly Opelka","John Millman","Tokyo",0
"2021-520",118,47,114,20210531,126239,105227,"Arthur Rinderknech","Marin Cilic","Roland Garros",0
"2019-M007",84,61,204,20190318,105432,144719,"Prajnesh Gunneswaran","Jaume Munar","Miami Masters",0
"2019-540",518,63,121,20190701,105649,124187,"Cedrik Marcel Stebe","Reilly Opelka","Wimbledon",0
"2022-0418",96,63,300,20220801,106415,106401,"Yoshihito Nishioka","Nick Kyrgios","Washington",0
"2018-0717",24,88,295,20180409,106401,103333,"Nick Kyrgios","Ivo Karlovic","Houston",0
"2022-0404",5,43,282,20220307,126774,202385,"Stefanos Tsitsipas","Jenson Brooksby","Indian Wells Masters",0
"2021-0422",27,3,286,20210816,132283,126774,"Lorenzo Sonego","Stefanos Tsitsipas","Cincinnati Masters",0
"2018-580",31,2,316,20180115,104755,103819,"Richard Gasquet","Roger Federer","Australian Open",0
"2021-0741",94,67,277,20210621,105613,200615,"Norbert Gombos","Alexei Popyrin","Eastbourne",0
"2018-0506",190,88,279,20180212,105487,105583,"Facundo Bagnis","Dusan Lajovic","Buenos Aires",0
"2022-0422",4,11,295,20220815,207989,111815,"Carlos Alcaraz","Cameron Norrie","Cincinnati Masters",0
"2022-0499",96,123,283,20220214,105376,104312,"Peter Gojowczyk","Andreas Seppi","Delray Beach",0
"2020-M-DC-2020-QLS-M-SWE-CHI-01",173,67,4,20200306,126214,144707,"Alejandro Tabilo","Mikael Ymer","Davis Cup QLS R1: SWE vs CHI",0
"2019-6932",16,104,270,20190218,104926,200000,"Fabio Fognini","Felix Auger Aliassime","Rio de Janeiro",0
"2021-0418",86,81,288,20210802,105575,105449,"Ricardas Berankis","Steve Johnson","Washington",0
"2018-540",104,10,176,20180702,105074,104545,"Ruben Bemelmans","John Isner","Wimbledon",0
"2020-520",1,2,1701,20200928,104925,104745,"Novak Djokovic","Rafael Nadal","Roland Garros",0
"2021-0322",46,419,283,20210517,105227,208502,"Marin Cilic","Dominic Stricker","Geneva",0
"2019-0568",119,4,299,20190916,106078,106421,"Egor Gerasimov","Daniil Medvedev","St. Petersburg",0
"2019-0506",69,41,282,20190211,106228,105311,"Juan Ignacio Londero","Joao Sousa","Buenos Aires",0
"2020-0414",44,56,277,20200921,105077,122330,"Albert Ramos","Alexander Bublik","Hamburg",0
"2019-0891",149,89,279,20181231,126156,106210,"Antoine Hoang","Jiri Vesely","Pune",0
"2018-M009",73,10,272,20180514,106065,105676,"Marco Cecchinato","David Goffin","Rome Masters",0
"2022-0315",42,41,300,20220711,122330,202195,"Alexander Bublik","Maxime Cressy","Newport",0
"2019-0315",113,211,289,20190715,105819,104999,"Guido Andreozzi","Mischa Zverev","Newport",0
"2020-9410",49,209,278,20201026,122330,111456,"Alexander Bublik","Mackenzie Mcdonald","Nur-Sultan",0
"2022-580",107,42,181,20220117,111794,200282,"Kamil Majchrzak","Alex De Minaur","Australian Open",0
"2021-560",121,1,164,20210830,134868,104925,"Tallon Griekspoor","Novak Djokovic","Us Open",0
"2020-8888",46,11,258,20200106,105430,105676,"Radu Albot","David Goffin","Atp Cup",0
"2022-0416",7,54,277,20220509,126094,105936,"Andrey Rublev","Filip Krajinovic","Rome Masters",0
"2021-0352",24,36,252,20211101,105554,122330,"Daniel Evans","Alexander Bublik","Paris Masters",0
"2022-0311",33,48,283,20220613,202385,105936,"Jenson Brooksby","Filip Krajinovic","Queen's Club",0
"2019-540",5,124,131,20190701,100644,106210,"Alexander Zverev","Jiri Vesely","Wimbledon",0
"2021-8998",96,52,265,20210201,126149,111442,"Gianluca Mager","Jordan Thompson","Great Ocean Road Open",0
"2021-7485",39,32,296,20211018,105916,144750,"Marton Fucsovics","Lloyd Harris","Antwerp",0
"2021-520",106,46,142,20210531,105062,200221,"Mikhail Kukushkin","Alejandro Davidovich Fokina","Roland Garros",0
"2018-520",108,35,186,20180528,105819,104269,"Guido Andreozzi","Fernando Verdasco","Roland Garros",0
"2018-M007",109,169,200,20180319,106216,106281,"Bjorn Fratangelo","Liam Broady","Miami Masters",0
"2018-540",2,8,220,20180702,103819,104731,"Roger Federer","Kevin Anderson","Wimbledon",0
"2018-5014",73,28,267,20181008,126094,105138,"Andrey Rublev","Roberto Bautista Agut","Shanghai Masters",0
"2020-0499",63,54,300,20200217,106415,124187,"Yoshihito Nishioka","Reilly Opelka","Delray Beach",0
"2022-0422",11,152,298,20220815,111815,106432,"Cameron Norrie","Borna Coric","Cincinnati Masters",0
"2020-8888",18,1,296,20200106,200282,104745,"Alex De Minaur","Rafael Nadal","Atp Cup",0
"2019-0375",21,72,286,20190204,105676,105936,"David Goffin","Filip Krajinovic","Montpellier",0
"2021-0404",184,7,253,20211004,126214,126610,"Alejandro Tabilo","Matteo Berrettini","Indian Wells Masters",0
"2019-540",49,84,105,20190701,105777,144895,"Grigor Dimitrov","Corentin Moutet","Wimbledon",0
"2020-560",8,14,216,20200831,126610,126094,"Matteo Berrettini","Andrey Rublev","Us Open",0
"2019-540",17,26,214,20190701,105683,105550,"Milos Raonic","Guido Pella","Wimbledon",0
"2020-560",116,5,187,20200831,106331,106421,"Christopher Oconnell","Daniil Medvedev","Us Open",0
"2019-9164",10,31,298,20190923,105138,200282,"Roberto Bautista Agut","Alex De Minaur","Zhuhai",0
"2019-7434",99,38,276,20190204,105806,105373,"Mirza Basic","Martin Klizan","Sofia",0
"2022-M-DC-2022-QLS-M-ITA-SVK-01",21,203,2,20220304,132283,106110,"Lorenzo Sonego","Filip Horansky","Davis Cup QLS R1: ITA vs SVK",0
"2019-7480",28,27,300,20190729,126203,106043,"Taylor Fritz","Diego Schwartzman","Los Cabos",0
"2021-9410",49,82,295,20210920,111513,126952,"Laslo Djere","Soon Woo Kwon","Nur-Sultan",0
"2019-0421",40,32,239,20190805,105732,133430,"Pierre Hugues Herbert","Denis Shapovalov","Canada Masters",0
"2022-0439",151,136,295,20220725,106065,106162,"Marco Cecchinato","Franco Agamenone","Umag",0
"2022-0403",84,97,271,20220321,106045,106423,"Denis Kudla","Thanasi Kokkinakis","Miami Masters",0
"2019-M007",77,7,289,20190318,111442,104731,"Jordan Thompson","Kevin Anderson","Miami Masters",0
"2020-M056",33,18,295,20200113,105554,126094,"Daniel Evans","Andrey Rublev","Adelaide",0
"2020-M009",32,47,256,20200914,105932,132283,"Nikoloz Basilashvili","Lorenzo Sonego","Rome Masters",0
"2021-0308",127,107,292,20210426,111456,125802,"Mackenzie Mcdonald","Ilya Ivashka","Munich",0
"2022-0321",77,42,282,20220606,106045,122330,"Denis Kudla","Alexander Bublik","Stuttgart",0
"2018-0360",73,78,276,20180409,109739,106148,"Maximilian Marterer","Roberto Carballes Baena","Marrakech",0
"2020-0496",58,18,299,20200217,104468,200000,"Gilles Simon","Felix Auger Aliassime","Marseille",0
"2019-0315",82,113,277,20190715,103333,105819,"Ivo Karlovic","Guido Andreozzi","Newport",0
"2019-0301",61,50,284,20190107,105657,126203,"Marius Copil","Taylor Fritz","Auckland",0
"2021-0807",62,46,279,20210315,103852,200175,"Feliciano Lopez","Miomir Kecmanovic","Acapulco",0
"2018-580",9,41,132,20180115,106058,105216,"Jack Sock","Yuichi Sugita","Australian Open",0
"2022-540",256,28,120,20220627,131934,126207,"Andrea Vavassori","Frances Tiafoe","Wimbledon",0
